ExecutionStateEnum,3001,DataType
ExecutionStateEnum_EnumStrings,3901,Variable
BufferModeEnum,3002,DataType
BufferModeEnum_EnumStrings,3902,Variable
BlockingModeEnum,3003,DataType
BlockingModeEnum_EnumStrings,3903,Variable
TerminationModeEnum,3004,DataType
TerminationModeEnum_EnumStrings,3904,Variable
ReleaseModeEnum,3005,DataType
ReleaseModeEnum_EnumStrings,3905,Variable
ApproachModeEnum,3006,DataType
ApproachModeEnum_EnumStrings,3906,Variable
FrameRoleEnum,3007,DataType
FrameRoleEnum_EnumStrings,3907,Variable
OperationalModeEnum,3008,DataType
OperationalModeEnum_EnumStrings,3908,Variable
IntentFailureEnum,3009,DataType
IntentFailureEnum_EnumStrings,3909,Variable
StopModeEnum,3010,DataType
StopModeEnum_EnumStrings,3910,Variable
AxisKindEnum,3011,DataType
AxisKindEnum_EnumStrings,3911,Variable
MissionUpdateResultEnum,3012,DataType
MissionUpdateResultEnum_EnumStrings,3912,Variable
Pose3DDataType,3050,DataType
Pose3DDataType_Encoding_DefaultBinary,5001,Object
MotionConstraintsDataType,3051,DataType
MotionConstraintsDataType_Encoding_DefaultBinary,5002,Object
BlendDataType,3052,DataType
BlendDataType_Encoding_DefaultBinary,5003,Object
IntentDataType,3053,DataType
MotionIntentDataType,3054,DataType
JointMoveIntentDataType,3055,DataType
JointMoveIntentDataType_Encoding_DefaultBinary,5004,Object
LinearMoveIntentDataType,3056,DataType
LinearMoveIntentDataType_Encoding_DefaultBinary,5005,Object
CircularMoveIntentDataType,3057,DataType
CircularMoveIntentDataType_Encoding_DefaultBinary,5006,Object
GraspIntentDataType,3058,DataType
GraspIntentDataType_Encoding_DefaultBinary,5007,Object
ReleaseIntentDataType,3059,DataType
ReleaseIntentDataType_Encoding_DefaultBinary,5008,Object
PickIntentDataType,3060,DataType
PickIntentDataType_Encoding_DefaultBinary,5009,Object
PlaceIntentDataType,3061,DataType
PlaceIntentDataType_Encoding_DefaultBinary,5010,Object
ToolChangeIntentDataType,3062,DataType
ToolChangeIntentDataType_Encoding_DefaultBinary,5011,Object
SetOutputIntentDataType,3063,DataType
SetOutputIntentDataType_Encoding_DefaultBinary,5012,Object
CallProgramIntentDataType,3064,DataType
